PROD_ID,PROD_NAME,PRICE_RAW,STOCK_QTY,IMPORT_DATE,STATUS,NOTE
1902,Sac du phong Nokia 902,5489374,281,2023-2-25,Refurbished,
1903,Op lung Samsung 903,8653394,37,13/20/2023,Old,ERR_DATE
1904,Sac du phong LG 904,3738040,198,2023-6-10,Unknown,
1905,Sac du phong Nokia 905,9057877,430,2023-6-18,New,
1906,Tai nghe Sony 906,4188788,432,2023-11-21,Unknown,
1907,May tinh bang Xiaomi 907,8915361,283,2023-7-8,Old,
1908,May tinh bang Oppo 908,1248296,456,2023-1-20,Refurbished,
1909,Dien thoai Nokia 909,6200918,296,2023-9-18,Old,
1910,Op lung Oppo 910,6047806,390,2023-12-19,Unknown,
1911,Dien thoai LG 911,8998385,199,2023-1-2,Refurbished,
1912,Sac du phong Sony 912,6297476,192,2023-4-22,Unknown,
1913,Dien thoai Oppo 913,6100686,192,2023-2-23,Refurbished,
1914,May tinh bang Samsung 914,8478.502k,9,2023-10-26,Unknown,ERR_PRICE
1915,May tinh bang LG 915,2058225,96,2023-12-22,Old,
1916,Tai nghe LG 916,8224358,337,2023-9-2,Unknown,
1917,Op lung Samsung 917,8079.144k,354,2023-2-3,New,ERR_PRICE
1918,Tai nghe LG 918,8040733,27,2023-7-22,Old,
1919,Op lung Xiaomi 919,4496323,291,2023-5-27,Unknown,
1920,Dien thoai Xiaomi 920,7733500,283,2023-10-17,Refurbished,
1921,#N/A Error,4030648,141,2023-2-20,Old,
1922,Dien thoai Apple 922,751760,106,13/20/2023,Unknown,ERR_DATE
1923,Sac du phong Nokia 923,2051115,71,2023-8-5,New,
1924,May tinh bang Nokia 924,2782901,439,2023-8-24,Refurbished,
1925,May tinh bang Nokia 925,7941789,125,2023-3-18,Old,
1926,Dien thoai Xiaomi 926,3310860,56,2023-5-19,Refurbished,
1927,Op lung Samsung 927,3225998,68,2023-5-8,Refurbished,
1928,Sac du phong Apple 928,3268559,414,2023-1-7,Unknown,
1929,Op lung Apple 929,6369376,Out of Stock,2023-5-25,Refurbished,ERR_STOCK
1930,Tai nghe Sony 930,4577589,63,2023-10-10,Unknown,
1931,May tinh bang Nokia 931,4400683,52,2023-9-19,Refurbished,
1932,Sac du phong Oppo 932,1129522,302,2023-5-9,Refurbished,
1933,Tai nghe Xiaomi 933,8101873,7,2023-8-26,Old,
1934,Sac du phong Samsung 934,8440204,116,2023-1-27,Unknown,
1935,Dien thoai Samsung 935,8887774,235,2023-3-6,Unknown,
1936,#N/A Error,7685054,391,2023-6-21,Refurbished,
1937,Op lung Samsung 937,5084412,398,2023-1-18,Refurbished,
1938,Op lung Apple 938,9097536,183,13/20/2023,New,ERR_DATE
1939,Sac du phong Sony 939,995542,321,2023-6-17,Refurbished,
1940,Sac du phong Oppo 940,235081,114,2023-10-2,Old,
1941,Op lung Xiaomi 941,1517620,282,2023-12-15,Unknown,
1942,Dien thoai LG 942,6924.444k,199,2023-6-8,Refurbished,ERR_PRICE
1943,Sac du phong Sony 943,2678922,100,2023-10-2,Unknown,
1944,May tinh bang Oppo 944,8544942,109,2023-5-8,New,
1945,Sac du phong Nokia 945,6069010,4,2023-3-3,Old,
1946,Tai nghe LG 946,2389651,297,2023-3-10,New,
1947,Op lung Nokia 947,2766347,182,2023-7-14,Old,
1948,Dien thoai Nokia 948,5671962,284,2023-12-16,New,
1949,Sac du phong Oppo 949,1956513,166,2023-1-6,New,
1950,May tinh bang LG 950,112962,195,2023-4-7,Old,
1951,Dien thoai Samsung 951,7102.433k,333,2023-7-22,Unknown,ERR_PRICE
1952,Dien thoai Oppo 952,1224662,83,2023-9-22,New,
1953,Tai nghe LG 953,4721991,56,2023-12-24,Old,
1954,Dien thoai Xiaomi 954,8730566,387,2023-9-24,New,
1955,Op lung Xiaomi 955,8139241,431,2023-2-16,Unknown,
1956,Op lung Oppo 956,1487526,436,2023-8-23,Refurbished,
1957,Op lung Samsung 957,346889,254,2023-3-7,New,
1958,Sac du phong LG 958,3238649,46,2023-5-15,Refurbished,
1959,Tai nghe Nokia 959,517560,47,2023-2-18,Unknown,
1960,Op lung Apple 960,2179105,278,2023-11-18,Old,
1961,Op lung LG 961,8745642,174,2023-1-25,Refurbished,
1962,May tinh bang Oppo 962,5821665,4,2023-4-22,Old,
1963,,670961,139,2023-6-20,New,ERR_NULL
1964,Dien thoai Sony 964,7295636,Out of Stock,2023-10-8,Refurbished,ERR_STOCK
1965,Op lung Xiaomi 965,6003348,492,2023-10-16,Old,
1966,#N/A Error,4842186,221,2023-10-12,Unknown,
1967,Tai nghe Samsung 967,4856347,Out of Stock,2023-12-21,Old,ERR_STOCK
1968,Dien thoai Xiaomi 968,8983360,17,2023-8-7,New,
1969,Sac du phong LG 969,8123958,401,2023-2-11,Unknown,
1970,Dien thoai Nokia 970,2395587,464,2023-11-22,New,
1971,Dien thoai Sony 971,3179236,184,2023-6-13,Old,
1972,,7048979,273,2023-4-17,Unknown,ERR_NULL
1973,Dien thoai LG 973,3472972,290,2023-4-13,Old,
1974,May tinh bang LG 974,7280668,297,2023-7-28,Unknown,
1975,,4746532,48,2023-5-13,New,ERR_NULL
1976,Sac du phong Samsung 976,2676734,180,2023-11-23,Refurbished,
1977,Tai nghe Nokia 977,5010149,351,2023-9-15,New,
1978,Sac du phong LG 978,5707813,335,2023-12-17,Old,
1979,Sac du phong Samsung 979,5188158,361,2023-7-7,Old,
1980,Op lung Sony 980,4195193,383,13/20/2023,New,ERR_DATE
1981,Op lung Samsung 981,5241978,225,2023-10-17,Refurbished,
1982,May tinh bang Nokia 982,703057,413,2023-4-22,Unknown,
1983,Op lung Nokia 983,7443647,395,2023-10-15,Refurbished,
1984,Op lung Xiaomi 984,2635885,372,2023-5-17,Old,
1985,Op lung Apple 985,5264837,199,2023-5-7,New,
1986,Sac du phong Samsung 986,3486068,401,2023-3-28,Old,
1987,Dien thoai Apple 987,8116392,271,2023-5-14,Refurbished,
1988,#N/A Error,5195729,476,2023-5-9,New,
1989,Dien thoai Sony 989,2444885,289,2023-12-10,Refurbished,
1990,Dien thoai Oppo 990,3591395,332,2023-1-1,New,
1991,Op lung Samsung 991,1615461,104,2023-11-20,New,
1992,Op lung Sony 992,8120.977k,46,2023-12-8,Unknown,ERR_PRICE
1992,Op lung Apple 993,7724689,468,2023-5-10,Refurbished,ERR_DUP_ID
1994,Tai nghe Sony 994,4590081,243,2023-4-8,Unknown,
1995,Tai nghe Apple 995,5988092,332,2023-3-20,Refurbished,
1996,,7549409,229,2023-5-1,Refurbished,ERR_NULL
1997,Sac du phong LG 997,8679172,226,2023-11-26,Unknown,
1998,#N/A Error,7558704,249,2023-2-2,Unknown,
1999,Sac du phong Sony 999,7833567,240,2023-3-6,Unknown,
2000,Tai nghe Sony 1000,7240165,28,2023-1-13,Old,
2001,Tai nghe Samsung 1001,6165739,497,2023-4-24,New,
2002,Dien thoai Xiaomi 1002,7417776,56,2023-4-1,New,
2003,May tinh bang Apple 1003,7026221,495,2023-4-1,Unknown,
2004,Tai nghe Samsung 1004,2629779,274,2023-8-26,Refurbished,
2005,Dien thoai Xiaomi 1005,2293455,143,2023-9-25,Old,
2006,Op lung Nokia 1006,1038600,402,2023-1-13,Unknown,
2007,Dien thoai LG 1007,7850269,178,2023-1-17,New,
2008,Sac du phong LG 1008,976872,186,2023-4-2,Unknown,
2009,#N/A Error,2843839,13,2023-2-7,Refurbished,
2010,Dien thoai Oppo 1010,3816429,463,13/20/2023,Refurbished,ERR_DATE
2011,May tinh bang LG 1011,3359812,344,2023-7-11,Old,
2012,Sac du phong Samsung 1012,4003847,480,2023-2-11,Old,
2013,Dien thoai Nokia 1013,671.125k,56,2023-5-19,New,ERR_PRICE
2014,Sac du phong Nokia 1014,4202364,94,2023-1-3,Unknown,
2015,Dien thoai Sony 1015,5738886,38,2023-11-28,Old,
2016,Tai nghe Oppo 1016,1488748,Out of Stock,2023-3-15,Unknown,ERR_STOCK
2017,Tai nghe Apple 1017,7917563,323,2023-7-5,Unknown,
2018,Op lung Sony 1018,3589657,453,2023-3-2,New,
2019,Sac du phong Samsung 1019,6203378,320,2023-10-28,Refurbished,
2020,Tai nghe Xiaomi 1020,7628204,34,2023-6-15,Old,
2020,Dien thoai Xiaomi 1021,1058632,336,2023-6-7,Refurbished,ERR_DUP_ID
2022,Dien thoai Samsung 1022,9072983,332,2023-1-6,Old,
2023,Dien thoai Nokia 1023,8334341,441,2023-10-13,Refurbished,
2024,May tinh bang Apple 1024,2514628,235,2023-10-5,Unknown,
2025,Tai nghe LG 1025,5771532,Out of Stock,2023-2-15,Unknown,ERR_STOCK
2026,Op lung Nokia 1026,7272067,77,2023-4-8,Old,
2027,May tinh bang LG 1027,6065719,83,2023-3-11,New,
2028,Tai nghe LG 1028,3821440,345,2023-6-7,Old,
2029,May tinh bang Oppo 1029,7405143,134,2023-9-6,Unknown,
2030,May tinh bang Samsung 1030,6994207,381,2023-4-19,Refurbished,
2031,Op lung Nokia 1031,7909.032k,411,2023-10-13,Old,ERR_PRICE
2032,Op lung LG 1032,4777609,497,2023-8-4,Old,
2033,Dien thoai Oppo 1033,5283447,474,2023-11-4,Unknown,
2034,Sac du phong Samsung 1034,6351810,189,2023-7-6,New,
2035,Dien thoai Nokia 1035,9007411,55,2023-6-3,Old,
2036,Dien thoai Sony 1036,8455797,485,2023-1-22,Refurbished,
2037,Dien thoai LG 1037,7476118,141,2023-8-10,Unknown,
2038,Tai nghe Sony 1038,7256453,304,2023-1-12,Old,
2039,Dien thoai LG 1039,616469,455,2023-5-16,New,
2040,Dien thoai Xiaomi 1040,8962872,428,2023-5-25,Old,
2040,Sac du phong Xiaomi 1041,5579717,80,2023-1-6,Refurbished,ERR_DUP_ID
2042,Op lung Samsung 1042,4220556,459,2023-10-19,Old,
2043,Dien thoai Xiaomi 1043,293834,296,2023-1-14,New,
2044,Tai nghe LG 1044,3690642,315,2023-5-1,New,
2045,Tai nghe Xiaomi 1045,2063707,386,2023-10-7,Unknown,
2046,Dien thoai Sony 1046,7672405,67,13/20/2023,New,ERR_DATE
2047,May tinh bang Xiaomi 1047,123740,254,13/20/2023,Unknown,ERR_DATE
2048,Tai nghe Samsung 1048,8696751,311,2023-12-3,Unknown,
2049,Dien thoai LG 1049,3250547,243,2023-3-18,New,
2050,#N/A Error,7386234,9,2023-10-4,New,
2051,Tai nghe Oppo 1051,3282603,16,2023-5-25,Old,
2052,Op lung Samsung 1052,4240235,164,2023-10-1,Refurbished,
2053,Dien thoai Samsung 1053,4371425,15,2023-2-5,Old,
2054,Tai nghe Samsung 1054,817352,320,2023-6-1,New,
2055,May tinh bang Nokia 1055,2393882,494,2023-6-25,Old,
2056,May tinh bang Oppo 1056,7395411,450,2023-12-1,Old,
2057,#N/A Error,7384177,191,2023-4-6,Old,
2058,Sac du phong Apple 1058,6849647,261,2023-5-28,Unknown,
2059,Tai nghe LG 1059,2469697,404,2023-11-1,New,
2060,Sac du phong Apple 1060,6524082,430,2023-5-11,Refurbished,
2061,May tinh bang Xiaomi 1061,7858798,53,2023-7-21,New,
2062,Op lung Apple 1062,4124858,343,2023-11-24,Unknown,
2063,Tai nghe Apple 1063,6644917,118,2023-8-21,New,
2064,Dien thoai LG 1064,4653529,224,2023-1-25,Refurbished,
2065,May tinh bang Xiaomi 1065,8216248,51,2023-10-22,Unknown,
2066,Dien thoai Nokia 1066,1345409,186,2023-11-12,Old,
2067,Sac du phong Samsung 1067,2437626,234,2023-9-21,Unknown,
2068,,5557445,374,2023-2-23,Old,ERR_NULL
2069,Op lung Sony 1069,6241959,336,2023-2-18,Unknown,
2070,Op lung Nokia 1070,1209848,116,2023-11-17,Old,
2071,Dien thoai Samsung 1071,2105726,344,2023-9-12,Old,
2072,Tai nghe Xiaomi 1072,8748944,118,2023-11-27,New,
2073,Op lung Apple 1073,293527,341,2023-4-5,Refurbished,
2074,Op lung Nokia 1074,6797071,52,2023-9-11,New,
2075,Tai nghe LG 1075,7351108,387,2023-6-17,Old,
2076,Tai nghe LG 1076,3565078,390,2023-8-18,Unknown,
2077,Sac du phong Xiaomi 1077,6992053,167,2023-11-14,Unknown,
2078,Sac du phong Sony 1078,872292,263,2023-5-27,Unknown,
2079,Op lung Samsung 1079,1715257,333,2023-10-6,Old,
2080,Op lung Apple 1080,1788507,247,2023-6-5,Old,
2081,Tai nghe LG 1081,500162,90,13/20/2023,New,ERR_DATE
2082,Tai nghe Oppo 1082,7214867,184,2023-6-20,Refurbished,
2083,Op lung Sony 1083,7127670,309,2023-11-20,New,
2084,Dien thoai Samsung 1084,8013157,168,13/20/2023,Unknown,ERR_DATE
2085,Op lung Sony 1085,1134516,143,2023-1-6,Unknown,
2086,May tinh bang LG 1086,7115671,426,2023-10-4,New,
2087,Dien thoai Nokia 1087,959977,110,2023-11-7,Refurbished,
2088,May tinh bang Xiaomi 1088,1667679,27,2023-7-17,New,
2089,May tinh bang Nokia 1089,2050577,388,2023-12-16,Refurbished,
2090,Sac du phong Oppo 1090,6039545,486,2023-7-1,Refurbished,
2091,May tinh bang LG 1091,6347889,13,2023-5-23,New,
2092,Tai nghe Sony 1092,2125560,336,2023-12-8,Unknown,
2093,#N/A Error,7208813,167,2023-8-21,Old,
2094,Tai nghe Sony 1094,8926092,404,2023-3-26,Unknown,
2095,Dien thoai Xiaomi 1095,3680064,182,2023-10-5,New,
2096,Tai nghe Sony 1096,6907376,64,2023-10-16,Old,
2097,Dien thoai Sony 1097,6092567,419,2023-9-12,Unknown,
2098,May tinh bang Sony 1098,4868260,161,2023-10-7,Old,
2099,May tinh bang Samsung 1099,2401926,115,2023-2-27,Old,
2100,Dien thoai Samsung 1100,5216418,113,2023-10-1,Unknown,
2101,Tai nghe Oppo 1101,3931544,154,2023-1-14,New,
2102,Tai nghe Nokia 1102,3347075,324,13/20/2023,New,ERR_DATE
2103,Tai nghe Xiaomi 1103,6441804,410,2023-9-13,Unknown,
2104,Tai nghe Nokia 1104,7520827,372,2023-3-16,Refurbished,
2105,Tai nghe Oppo 1105,7904009,480,2023-6-16,Unknown,
2106,May tinh bang Samsung 1106,452946,104,2023-1-1,New,
2107,Op lung LG 1107,6213923,213,2023-8-21,Unknown,
2108,Sac du phong LG 1108,5332157,122,2023-10-22,New,
2109,Op lung Xiaomi 1109,867794,204,2023-8-6,Old,
2110,,7375942,469,2023-5-20,Refurbished,ERR_NULL
2111,Op lung Samsung 1111,2088918,6,2023-6-11,Refurbished,
2112,#N/A Error,7873723,299,2023-2-3,Refurbished,
2113,Op lung Xiaomi 1113,4218769,306,2023-2-2,Refurbished,
2114,Sac du phong Samsung 1114,3187.259k,175,2023-9-7,New,ERR_PRICE
2115,Tai nghe Samsung 1115,8265940,101,2023-8-24,Unknown,
2116,Dien thoai Samsung 1116,8423481,163,2023-8-8,Refurbished,
2117,May tinh bang Apple 1117,6241392,40,2023-10-28,Refurbished,
2118,Dien thoai Xiaomi 1118,4015879,213,2023-12-25,Refurbished,
2119,Op lung Sony 1119,1895017,Out of Stock,2023-11-12,Old,ERR_STOCK
2120,May tinh bang Oppo 1120,7508857,161,2023-2-16,Refurbished,
2121,Sac du phong Apple 1121,8170416,44,2023-2-10,Unknown,
2122,Dien thoai Sony 1122,7934344,144,2023-2-3,Unknown,
2123,Sac du phong Xiaomi 1123,737344,393,2023-10-22,Unknown,
2124,,2480039,349,2023-6-18,Old,ERR_NULL
2125,Sac du phong Samsung 1125,920364,54,2023-11-12,Refurbished,
2126,Op lung Nokia 1126,4181280,105,2023-5-24,Refurbished,
2127,Tai nghe LG 1127,375356,Out of Stock,2023-9-9,Refurbished,ERR_STOCK
2128,May tinh bang Nokia 1128,7774147,452,2023-10-1,Old,
2129,Sac du phong Xiaomi 1129,9030802,322,2023-11-15,Old,
2130,Op lung LG 1130,3302378,65,2023-11-12,New,
2131,Op lung Samsung 1131,4203670,437,2023-1-6,Old,
2132,Dien thoai Oppo 1132,6333703,161,2023-3-15,New,
2133,May tinh bang Apple 1133,7897614,Out of Stock,2023-5-23,Unknown,ERR_STOCK
2134,Tai nghe Nokia 1134,397566,333,2023-11-19,New,
2135,May tinh bang Nokia 1135,6078846,164,2023-2-23,New,
2136,May tinh bang Xiaomi 1136,2420551,3,2023-8-14,Refurbished,
2137,May tinh bang Samsung 1137,5500188,Out of Stock,2023-4-23,Unknown,ERR_STOCK
2138,,6405030,159,2023-3-15,New,ERR_NULL
2139,Dien thoai LG 1139,1839376,370,2023-1-18,Unknown,
2140,Op lung Apple 1140,4976316,376,2023-12-23,New,
2141,Tai nghe Xiaomi 1141,7591341,206,2023-3-1,Refurbished,
2142,Sac du phong LG 1142,2506793,53,13/20/2023,New,ERR_DATE
2143,Dien thoai Nokia 1143,6257911,436,2023-1-15,New,
2144,May tinh bang Samsung 1144,3856533,368,2023-2-7,New,
2145,Op lung Xiaomi 1145,819542,453,2023-9-28,New,
2146,Dien thoai Apple 1146,7255789,233,2023-2-5,Unknown,
2147,Dien thoai LG 1147,2787410,227,2023-8-18,New,
2148,Tai nghe Sony 1148,3014269,392,2023-7-12,Refurbished,
2149,Sac du phong Nokia 1149,1112745,445,2023-1-19,Old,
2150,Dien thoai Sony 1150,4374546,353,2023-3-25,Unknown,
2151,Sac du phong Samsung 1151,1266103,53,2023-12-18,New,
2152,Dien thoai Apple 1152,6249048,437,2023-6-7,Old,
2153,Tai nghe Xiaomi 1153,6990776,425,2023-6-1,New,
2154,May tinh bang Samsung 1154,1566427,Out of Stock,2023-12-9,Old,ERR_STOCK
2155,Sac du phong Apple 1155,1178173,Out of Stock,2023-3-15,New,ERR_STOCK
2156,May tinh bang Oppo 1156,1082310,280,2023-2-8,Refurbished,
2157,Tai nghe LG 1157,3235470,61,13/20/2023,Refurbished,ERR_DATE
2158,Sac du phong Oppo 1158,6856824,161,2023-7-23,Unknown,
2159,Dien thoai LG 1159,8614028,72,2023-1-2,Unknown,
2160,May tinh bang LG 1160,3497636,225,2023-6-23,Refurbished,
2161,Sac du phong Apple 1161,1658270,35,2023-8-12,New,
2162,Dien thoai Oppo 1162,8128388,497,2023-11-1,Refurbished,
2163,,5363724,472,2023-1-12,Refurbished,ERR_NULL
2164,Sac du phong Apple 1164,3962212,83,2023-2-19,Refurbished,
2165,Op lung Oppo 1165,3038596,135,2023-9-22,Refurbished,
2166,May tinh bang LG 1166,3402389,22,2023-11-13,New,
2167,Dien thoai Apple 1167,555791,277,2023-4-5,New,
2168,Dien thoai LG 1168,3138059,350,2023-4-26,Old,
2169,Op lung LG 1169,8704837,26,2023-1-7,Unknown,
2170,Op lung Apple 1170,6561627,Out of Stock,2023-6-17,Refurbished,ERR_STOCK
2171,Op lung Xiaomi 1171,3323056,369,2023-3-16,Refurbished,
2172,Dien thoai Xiaomi 1172,8802245,343,2023-1-16,Old,
2173,May tinh bang Oppo 1173,4389249,267,2023-11-7,Old,
2174,Sac du phong Nokia 1174,2141123,344,2023-4-19,New,
2175,Tai nghe Apple 1175,917796,259,2023-9-5,Refurbished,
2176,Sac du phong Samsung 1176,6570613,358,2023-8-16,New,
2177,Tai nghe Apple 1177,1200771,214,2023-4-15,New,
2178,Tai nghe Xiaomi 1178,634452,Out of Stock,2023-5-26,Old,ERR_STOCK
2179,Op lung Apple 1179,6228043,45,2023-6-8,Unknown,
2180,Sac du phong Samsung 1180,1366159,Out of Stock,2023-7-21,New,ERR_STOCK
2181,Op lung Oppo 1181,7849333,Out of Stock,2023-12-27,New,ERR_STOCK
2182,May tinh bang Apple 1182,8060242,20,2023-4-7,Unknown,
2183,Dien thoai Nokia 1183,5487527,439,2023-9-20,Unknown,
2184,Tai nghe Nokia 1184,1771693,100,2023-2-7,Old,
2185,May tinh bang Apple 1185,7754089,193,2023-10-6,New,
2185,Sac du phong LG 1186,3172512,232,2023-3-6,Refurbished,ERR_DUP_ID
2187,Op lung Apple 1187,8976483,350,2023-7-10,Old,
2188,Tai nghe Samsung 1188,6049297,104,2023-2-11,New,
2189,Dien thoai Xiaomi 1189,3473.616k,444,2023-4-11,Unknown,ERR_PRICE
2190,Sac du phong Sony 1190,2866390,384,2023-5-11,New,
2191,Dien thoai Apple 1191,6272763,175,2023-7-20,Old,
2192,Dien thoai Xiaomi 1192,7084789,2,2023-8-19,Unknown,
2193,Tai nghe Nokia 1193,8176979,328,2023-10-22,Refurbished,
2194,May tinh bang Samsung 1194,4549174,405,2023-5-6,Unknown,
2195,May tinh bang Nokia 1195,3393618,158,2023-10-9,Old,
2196,Tai nghe Apple 1196,8048746,407,2023-9-18,Refurbished,
2197,Sac du phong Samsung 1197,2663.638k,118,2023-7-10,New,ERR_PRICE
2198,Op lung Nokia 1198,7379223,119,2023-10-7,Old,
2199,,2382647,336,2023-8-22,Old,ERR_NULL
2200,May tinh bang LG 1200,8495517,192,2023-8-9,Unknown,
2201,#N/A Error,2239452,324,2023-9-15,New,
2201,May tinh bang Apple 1202,2925463,413,2023-7-8,Refurbished,ERR_DUP_ID
2203,May tinh bang LG 1203,6157675,68,2023-3-27,New,
2204,Sac du phong Nokia 1204,8215597,196,2023-10-9,Old,
2205,Dien thoai LG 1205,6713489,434,2023-4-20,New,
2206,Tai nghe Xiaomi 1206,2651858,277,2023-2-14,New,
2207,Sac du phong Sony 1207,5764252,293,2023-7-8,New,
2208,May tinh bang Xiaomi 1208,2222606,215,2023-6-6,New,
2209,Tai nghe Xiaomi 1209,8003766,21,2023-7-10,Unknown,
2209,Tai nghe Xiaomi 1210,8965208,132,2023-3-17,Unknown,ERR_DUP_ID
2211,Op lung LG 1211,8340607,42,2023-3-24,Unknown,
2212,Dien thoai Apple 1212,3764151,435,2023-1-4,Old,
2213,Tai nghe Xiaomi 1213,6819994,487,2023-10-26,Unknown,
2214,,3525010,421,2023-8-21,Old,ERR_NULL
2215,Tai nghe Samsung 1215,8824005,313,2023-11-23,Unknown,
2216,Tai nghe Xiaomi 1216,3421080,268,2023-10-2,New,
2217,Sac du phong Samsung 1217,4740634,112,2023-7-26,New,
2218,May tinh bang Xiaomi 1218,831570,410,2023-10-15,New,
2219,Dien thoai Nokia 1219,8947340,65,2023-8-23,New,
2220,Sac du phong Apple 1220,737491,315,2023-11-28,Old,
2221,Sac du phong Sony 1221,4544438,82,2023-5-11,Unknown,
2222,Sac du phong LG 1222,7312838,53,2023-1-1,New,
2223,Tai nghe Sony 1223,1819862,270,2023-8-10,Refurbished,
2224,Op lung Oppo 1224,2607482,339,2023-9-19,Refurbished,
2225,Dien thoai Apple 1225,8641992,195,2023-12-21,Old,
2226,Dien thoai Apple 1226,4463385,208,13/20/2023,Refurbished,ERR_DATE
2227,Sac du phong Nokia 1227,1870272,370,2023-8-27,Unknown,
2228,May tinh bang LG 1228,5909466,Out of Stock,2023-10-26,New,ERR_STOCK
2229,Dien thoai Oppo 1229,3866535,179,2023-6-9,New,
2230,Dien thoai Xiaomi 1230,4090787,339,2023-12-2,New,
2231,May tinh bang Sony 1231,6410023,88,2023-12-25,Refurbished,
2232,Sac du phong Sony 1232,3376018,240,2023-4-13,Unknown,
2233,Tai nghe Sony 1233,2256147,27,2023-7-14,Refurbished,
2234,Op lung Nokia 1234,5447024,248,2023-2-6,New,
2235,May tinh bang Samsung 1235,8540220,16,2023-2-26,Refurbished,
2236,Sac du phong Samsung 1236,239774,23,2023-11-8,Old,
2237,Op lung Samsung 1237,2268.304k,281,2023-6-16,New,ERR_PRICE
2238,Dien thoai Samsung 1238,3385938,158,2023-1-21,Unknown,
2239,May tinh bang LG 1239,4793.204k,170,2023-11-8,Old,ERR_PRICE
2240,Tai nghe Oppo 1240,5239994,Out of Stock,2023-4-24,Unknown,ERR_STOCK
2241,Dien thoai LG 1241,3120895,407,2023-1-10,Unknown,
2242,Tai nghe Nokia 1242,7412370,374,2023-9-28,New,
2243,Dien thoai Apple 1243,1025130,326,2023-11-5,Unknown,
2244,May tinh bang Samsung 1244,9068471,355,2023-7-24,Old,
2245,Sac du phong LG 1245,3503265,356,2023-5-17,New,
2246,May tinh bang Sony 1246,8479241,477,2023-8-27,Unknown,
2247,May tinh bang LG 1247,8387982,296,2023-6-3,Old,
2248,Tai nghe LG 1248,7199812,24,2023-8-3,Refurbished,
2249,May tinh bang LG 1249,5644027,287,2023-8-15,Refurbished,
2250,May tinh bang Sony 1250,4239680,59,2023-12-22,Unknown,
2251,Tai nghe Samsung 1251,6649557,41,2023-6-9,Refurbished,
2252,Op lung Oppo 1252,5170232,40,2023-12-27,Old,
2253,,5503076,352,2023-3-23,Refurbished,ERR_NULL
2254,Dien thoai Nokia 1254,9093727,380,2023-5-1,Refurbished,
2255,May tinh bang Oppo 1255,5540065,107,2023-9-8,Refurbished,
2256,May tinh bang Oppo 1256,665869,130,2023-1-21,Unknown,
2257,Sac du phong Oppo 1257,7924229,272,2023-10-13,Refurbished,
2258,Tai nghe Xiaomi 1258,7295134,98,2023-7-18,Refurbished,
2259,Sac du phong Nokia 1259,7754589,351,2023-12-6,Unknown,
2260,Dien thoai Nokia 1260,1556090,359,13/20/2023,New,ERR_DATE
2260,Sac du phong Apple 1261,4237826,206,2023-11-8,Old,ERR_DUP_ID
2262,Sac du phong LG 1262,8493360,315,2023-4-12,Refurbished,
2263,Dien thoai Nokia 1263,5324927,433,2023-5-24,Unknown,
2264,Sac du phong LG 1264,5509224,70,13/20/2023,New,ERR_DATE
2265,May tinh bang LG 1265,249612,317,2023-12-28,Unknown,
2266,May tinh bang Apple 1266,3505322,178,2023-2-2,Refurbished,
2267,Op lung Xiaomi 1267,8015762,299,2023-4-5,Old,
2268,Sac du phong Oppo 1268,8339959,242,2023-7-2,New,
2269,May tinh bang Samsung 1269,4743078,34,2023-8-13,New,
2270,Op lung Xiaomi 1270,4273222,155,2023-6-28,Refurbished,
2271,Tai nghe Xiaomi 1271,417113,210,2023-5-13,New,
2271,Tai nghe Nokia 1272,5772027,482,2023-3-28,New,ERR_DUP_ID
2273,Sac du phong Sony 1273,3292096,129,2023-1-21,Refurbished,
2274,Sac du phong Sony 1274,7089443,113,2023-10-7,Old,
2275,May tinh bang Samsung 1275,8657632,305,2023-2-28,Refurbished,
2276,Sac du phong LG 1276,8867135,71,2023-3-27,Old,
2277,May tinh bang Sony 1277,3163100,153,2023-1-20,New,
2278,,4335458,164,2023-7-10,Old,ERR_NULL
2279,Sac du phong Xiaomi 1279,7582490,400,2023-3-4,Refurbished,
2280,Dien thoai Xiaomi 1280,1054669,355,2023-9-14,Old,
2281,Sac du phong Oppo 1281,6798480,82,2023-5-25,Old,
2282,Dien thoai Nokia 1282,2551899,384,2023-12-8,Refurbished,
2283,Dien thoai Nokia 1283,178703,203,2023-11-3,Old,
2284,Tai nghe Samsung 1284,7792568,126,2023-8-4,Unknown,
2285,Op lung LG 1285,3473677,363,2023-1-7,Old,
2286,Tai nghe Xiaomi 1286,464748,70,2023-5-7,Unknown,
2287,Dien thoai Nokia 1287,3971104,148,2023-12-18,Old,
2288,May tinh bang Oppo 1288,6244188,452,2023-9-16,Refurbished,
2288,May tinh bang LG 1289,8179775,104,2023-7-8,Unknown,ERR_DUP_ID
2290,May tinh bang LG 1290,8864368,41,13/20/2023,Refurbished,ERR_DATE
2291,Tai nghe LG 1291,2258536,332,2023-3-10,Old,
2292,#N/A Error,4883654,492,2023-4-10,Unknown,
2293,Sac du phong Samsung 1293,1840178,237,2023-5-2,Refurbished,
2294,Sac du phong Oppo 1294,6528261,Out of Stock,2023-1-2,Unknown,ERR_STOCK
2295,Dien thoai Samsung 1295,5477851,167,2023-12-17,Unknown,
2296,Sac du phong Xiaomi 1296,7985042,73,13/20/2023,Unknown,ERR_DATE
2297,May tinh bang Sony 1297,1061249,3,2023-11-16,Unknown,
2298,Sac du phong Oppo 1298,443377,294,2023-3-14,Refurbished,
